Episode_title	Episode_runtime	Released_on 
Shradh Ki Zimmedari	22 mins	23 Sep 2022
Shradh Ki Taiyaari	21 mins	24 Sep 2022
Kauwe Ki Khoj	21 mins	26 Sep 2022
Shradh Specialist	21 mins	27 Sep 2022
Maha Daan	21 mins	28 Sep 2022
Jethalal Kab Aayega?	21 mins	29 Sep 2022
Jethalal Returns	21 mins	30 Sep 2022
Jethalal Ka Bura Naseeb	20 mins	01 Oct 2022
Jethalal Behind Bars	21 mins	03 Oct 2022
Jethalal Ki Ghar Wapsi	21 mins	04 Oct 2022
Gifts From Jethalal	22 mins	05 Oct 2022
Dosti Ki Bhasha	20 mins	06 Oct 2022
Excitement For Navratri	20 mins	07 Oct 2022
Society Ki Permission	21 mins	08 Oct 2022
Jethalal's Meeting	21 mins	10 Oct 2022
Jethalal Matlab Musibat	20 mins	11 Oct 2022
Nav Durga Ke Darshan	21 mins	12 Oct 2022
The Last Film Show In Gokuldham	21 mins	13 Oct 2022
Bachat Mantra	21 mins	14 Oct 2022
Maintenance Ka Cheque	21 mins	15 Oct 2022
Gokuldham Ki Shaan	21 mins	17 Oct 2022
Doctor Hathi Ki Dawa	21 mins	18 Oct 2022
Gokuldham Mein Bhookamp	20 mins	19 Oct 2022
Sodhi Ka Idea	20 mins	20 Oct 2022
Contractor Kaha Milega?	21 mins	21 Oct 2022
Contractor Ki Khoj	21 mins	22 Oct 2022
Patakho Ki Testing	19 mins	24 Oct 2022
Contractors Ki Meeting	21 mins	25 Oct 2022
Contractors Ki Ladai	21 mins	26 Oct 2022
Painting Ka Kaam Shuru	21 mins	27 Oct 2022
Bhide Ka Sabse Bada Darr	21 mins	28 Oct 2022
Diwali Ki Excitement	20 mins	29 Oct 2022
Bad News For Bhide	20 mins	31 Oct 2022
Saving Diwali	21 mins	01 Nov 2022
Gokuldham Ki Diwali	22 mins	02 Nov 2022
Bapuji Ki Treat	21 mins	03 Nov 2022
Jethalal Ki Penalty	20 mins	04 Nov 2022
Jethalal Ke Cheques	21 mins	05 Nov 2022
Jethalal Ka Sabak	19 mins	07 Nov 2022
Jethalal Ki Tarkeeb	21 mins	08 Nov 2022
Cheque Ka Hungama	22 mins	09 Nov 2022
Guru Nanak Jayanti Ki Badhaiya	21 mins	10 Nov 2022
Guru Nanak Ji Ki Anmol Seekh	21 mins	11 Nov 2022
Tapu Sena's Dinner Plan	21 mins	12 Nov 2022
Dinner With Bapuji	21 mins	14 Nov 2022
Restaurant Pahuchne Mein Deri	20 mins	15 Nov 2022
International Client	22 mins	16 Nov 2022
Taarak's Important Task	22 mins	17 Nov 2022
 Office Se Chutti	22 mins	18 Nov 2022
 Taarak's Lie	19 mins	19 Nov 2022
 International Client's Arrival	21 mins	21 Nov 2022
 Taarak In A Mess	20 mins	22 Nov 2022
 A Surprise For Taarak	21 mins	23 Nov 2022
 Bhide And Abdul's Plan	21 mins	24 Nov 2022
 Doctor Hathi To The Rescue	21 mins	25 Nov 2022
 Tapu Sena's Distraction Plan	21 mins	26 Nov 2022
 Efforts Gone In Vain?	20 mins	28 Nov 2022
 Sakharam Goes Missing	21 mins	29 Nov 2022
 Bhide's Search For Sakharam	21 mins	30 Nov 2022
 Late For Work	19 mins	01 Dec 2022
 Gambhir Mudda	20 mins	02 Dec 2022
 Disheartened Popatlal	22 mins	03 Dec 2022
 The Suitable Groom	22 mins	05 Dec 2022
 Finding Vidya's Address	21 mins	06 Dec 2022
 Shiv Ganga Village	22 mins	07 Dec 2022
 Popatlal And Vidya	21 mins	08 Dec 2022
 Angry Sudhakar	21 mins	09 Dec 2022
 Bhide's Wrath	20 mins	10 Dec 2022
 Popatlal Hides	20 mins	12 Dec 2022
 Search For Popatlal	20 mins	13 Dec 2022
 Popatlal's Escape	22 mins	14 Dec 2022
 Bhide Suspects Everyone	22 mins	15 Dec 2022
 Bhide Confronts	21 mins	16 Dec 2022
 Sudhakar Mama Warns Gokuldham Society	22 mins	17 Dec 2022
 Bhide's Decision	21 mins	19 Dec 2022
 Police Complaint Against Popatlal	21 mins	20 Dec 2022
 Finding Popatlal	20 mins	21 Dec 2022
 Truth Revealed	21 mins	22 Dec 2022
 Will Popatlal be Caught?	22 mins	23 Dec 2022
 Inspector Pandey's Celebration	21 mins	24 Dec 2022
 Sudhakar Mama Wants Popatlal	22 mins	26 Dec 2022
 The Eye Opener	21 mins	27 Dec 2022
 Unlucky Popatlal	21 mins	28 Dec 2022
 Sonu Ke Special Guests	22 mins	29 Dec 2022
 Year End Sale At Gada Electronics	22 mins	30 Dec 2022
 New Year Ki Party Ka Rang	21 mins	31 Dec 2022
 Gokuldham Welcomes The New Year	22 mins	02 Jan 2023
 Naye Saal Ka Naya Suvichar	20 mins	03 Jan 2023
 Bharat Ki Pracheen Bhasha	21 mins	04 Jan 2023
 Naye Saal Ki Khushkhabri	22 mins	05 Jan 2023
 Bagha Ka Toota Dil	21 mins	06 Jan 2023
 Bagha Ki Tragic Love Story	21 mins	07 Jan 2023
 Badey Order Ki Tension	22 mins	09 Jan 2023
 Bagha Bhaag Gaya	21 mins	10 Jan 2023
 Bagha Ho Gaya Seedha	21 mins	11 Jan 2023
 Party Sharty Ka Nateeja	22 mins	12 Jan 2023
 Bagha Ki Zidd	21 mins	13 Jan 2023
 Nashe Mein Bagha	20 mins	14 Jan 2023
 Bawri Vapas Aa Gayi	22 mins	16 Jan 2023
 50 TV Ki Delivery	21 mins	17 Jan 2023
 Jethalal Ki Angoothi	21 mins	18 Jan 2023
 Bawri's Surprise	21 mins	19 Jan 2023
 Employee Aur Boss Ka Rishta	21 mins	20 Jan 2023
 Taarak Gives Anjali A Surprise	22 mins	21 Jan 2023
 Taarak Ki Good News	21 mins	23 Jan 2023
 Yellow Shirt Ki Problem	21 mins	24 Jan 2023
 Taarak Ki Akhri Ummeed	21 mins	25 Jan 2023
 Taarak Ka Luck	21 mins	26 Jan 2023
 Taarak Phas Gaya	21 mins	27 Jan 2023
 Taarak's Green Shirt	21 mins	28 Jan 2023
 Badey Guru Ji Ke Darshan	20 mins	30 Jan 2023
 Badey Guru Ji Ki Advice	21 mins	31 Jan 2023
 Bapuji Ki Jaadui Chhadi	22 mins	01 Feb 2023
 Boss Ka Surprise	21 mins	02 Feb 2023
 Surprise Gift For Taarak	21 mins	03 Feb 2023
 Bade Guruji	21 mins	04 Feb 2023
 Jhoot Ka Jaal	22 mins	06 Feb 2023
 Tapu Sena's Request	20 mins	07 Feb 2023
 Bagha Ki Laparvahi	22 mins	08 Feb 2023
 Bagha's Ghost Story	22 mins	09 Feb 2023
 Mystery Box In Gokuldham	21 mins	10 Feb 2023
 Prankster Of Gokuldham	21 mins	11 Feb 2023
 Bhide Ka Shak	21 mins	13 Feb 2023
 Toofan Aa Gaya Hai	20 mins	14 Feb 2023
 Bhoot Ka Hungama	22 mins	15 Feb 2023
 Prankster Ki Shart	20 mins	16 Feb 2023
 The Prankster Returns	19 mins	17 Feb 2023
 Tapu Ka Dhamakedar Surprise	20 mins	18 Feb 2023
 Tapu Brings Gifts	21 mins	20 Feb 2023
 Tapu Ka Style	21 mins	21 Feb 2023
 Tapu Ka Result	22 mins	22 Feb 2023
 Gada Pariwaar Ki Nayi Bahu	21 mins	23 Feb 2023
 Bhide Ka Sar Dard	21 mins	24 Feb 2023
 Tapu Aur Champaklal Ka Dance	21 mins	25 Feb 2023
 Babita Needs Help	21 mins	27 Feb 2023
 Jethalal Ki Pratigya	21 mins	28 Feb 2023
 Profit Ka Dukh	21 mins	01 Mar 2023
 Search For The TV	21 mins	02 Mar 2023
 Jethalal Ke Baal Khatre Mein Hai	21 mins	03 Mar 2023
 Jethalal Ka Promise	22 mins	04 Mar 2023
 Holi Ki Taiyyari	21 mins	06 Mar 2023
 Holika Dahan In Gokuldham	22 mins	07 Mar 2023
 Tapu Sena Ke Holi Plans	19 mins	08 Mar 2023
 Hungame Vaali Holi	21 mins	09 Mar 2023
 Tension Ke Rang	19 mins	10 Mar 2023
 Khujli Powder Ka Sach	22 mins	11 Mar 2023
 Aage Ki Soch	22 mins	13 Mar 2023
 Baccho Ka Bhavishya	21 mins	14 Mar 2023
 Tapu Sena's New Mission	21 mins	15 Mar 2023
 Baccho Ka Secret Project	22 mins	16 Mar 2023
 Tapu Sena Ka Nimantran	21 mins	17 Mar 2023
 Bhide Hai Pareshan	20 mins	18 Mar 2023
 Program Ka Chief Guest	20 mins	20 Mar 2023
 Suspense Khatam Hua	21 mins	21 Mar 2023
 Manoranjan Ka Khazana	18 mins	22 Mar 2023
 Tapu Sena Ki Safalta	19 mins	23 Mar 2023
 Rickshaw Kahan Hain?	22 mins	24 Mar 2023
 Nayi Scheme	21 mins	25 Mar 2023
 Gada Electronics Ki Scheme	22 mins	27 Mar 2023
 Popatlal Calls Out On The Scheme	20 mins	28 Mar 2023
 Scheme Ke Liye Excitement	22 mins	29 Mar 2023
 Tapu Sena Ka Marketing Plan	20 mins	30 Mar 2023
 Jethalal Gets Concerned	20 mins	31 Mar 2023
 Sale At Gada Electronics	22 mins	01 Apr 2023
 The Day Of The Scheme	21 mins	03 Apr 2023
 The Society Members Reach The Shop	22 mins	04 Apr 2023
 Chalu Panday Arrives At Gada Electronics	21 mins	05 Apr 2023
 Fantasies About Winning The Lucky Draw	20 mins	06 Apr 2023
 Kaash Mujhe Car Mil Jae	22 mins	07 Apr 2023
 Lucky Draw Ka Din	21 mins	08 Apr 2023
 Popatlal Wins The Honeymoon Coupon	20 mins	10 Apr 2023
 Khushi Bhet	21 mins	11 Apr 2023
 Coupon Kahan Gaya?	21 mins	12 Apr 2023
 Taarak Warns Jethalal	22 mins	13 Apr 2023
 Is The Coupon At Risk?	22 mins	14 Apr 2023
 Car Coupon	21 mins	15 Apr 2023
 Babita Ka License	20 mins	17 Apr 2023
 Sihayi Hatane Ka Idea	21 mins	18 Apr 2023
 Taarak Ka Tedha Idea	20 mins	19 Apr 2023
 Car Coupon Ka Sach	21 mins	20 Apr 2023
 Sachai Ki Raah	20 mins	21 Apr 2023
 Babita Ki Narazgi	21 mins	22 Apr 2023
 Taarak And Jethalal Are Stressed	20 mins	24 Apr 2023
 Jethalal Is Restless	21 mins	25 Apr 2023
 Dukh Dayak Samachar	20 mins	26 Apr 2023
 Jethalal Ka Khat	21 mins	27 Apr 2023
 Iyer Ke Liye Surprise	22 mins	28 Apr 2023
 Car Ka Golmol	21 mins	29 Apr 2023
 Jethalal's Letter	22 mins	01 May 2023
 Chamatkari Baba	22 mins	02 May 2023
 Babita Ke Car Ka Sapna Hua Poora	22 mins	03 May 2023
 Surprise Gift	22 mins	04 May 2023
 Bhide Gets Protective	22 mins	05 May 2023
 Jasoos Bhide	21 mins	06 May 2023
 Tapu Ka Proposal	23 mins	08 May 2023
 Bhide Ki Sharamnak News	21 mins	09 May 2023
 Problem Kya Hai?	21 mins	10 May 2023
 Bhide Ko Laga Jhatka	22 mins	11 May 2023
 Bhide Ki Asli Baat	21 mins	12 May 2023
 Popatlal Ki Shaadi Ki Charcha	22 mins	13 May 2023
 Hasi Khushi Se Raho	22 mins	15 May 2023
 Popatlal Is Hurt	22 mins	16 May 2023
 Matchmaker Vinu Kaka	22 mins	17 May 2023
 Kuch Pao Aur Kuch Kho	22 mins	18 May 2023
 Beheno Ka Decision	21 mins	19 May 2023
 P Se Naam	20 mins	20 May 2023
 Name Voting	21 mins	22 May 2023
 Choose One Name	21 mins	23 May 2023
 Unlucky Name	21 mins	24 May 2023
 Alvida Popatlal	22 mins	25 May 2023
 Pyaarelal Ka Purse	22 mins	26 May 2023
 Rishta Aa Gaya	22 mins	27 May 2023
 Do Do Rishte	22 mins	29 May 2023
 Ek Ghante Ki Meeting	22 mins	30 May 2023
 Sapna Ka Jawab	21 mins	31 May 2023
 Sapna Ya Kalpana?	21 mins	01 Jun 2023
 Hum Dono Ki Haan Hai	21 mins	02 Jun 2023
 Pyaarelal's Dilemma	21 mins	03 Jun 2023
 Tapu Sena Ka Idea	21 mins	05 Jun 2023
 Pyaarelal Under Pressure	21 mins	06 Jun 2023
 Pyaarelal Ke Bahane	21 mins	07 Jun 2023
 Bohot Sara Khaana	20 mins	08 Jun 2023
 6 Baje Wali Samasya	22 mins	09 Jun 2023
 Yellow Or Blue?	20 mins	10 Jun 2023
 Pyaarelal Ka Shagun	21 mins	12 Jun 2023
 Pyaarelal Ke Khushi Ka Din	21 mins	13 Jun 2023
 Kalpana Ka Final Decision	20 mins	14 Jun 2023
 Yellow Shagun Ceremony	21 mins	15 Jun 2023
 Sapna Ki Love Story	22 mins	16 Jun 2023
 Tapu Sena Ki Outstation Trip	22 mins	17 Jun 2023
 Leave Ki Permission	21 mins	19 Jun 2023
 Bagha Ka Idea	22 mins	20 Jun 2023
 Boss Ki Permission	22 mins	21 Jun 2023
 Taarak Ka Special Day	22 mins	22 Jun 2023
 Important Meeting Ki Tyaari	22 mins	23 Jun 2023
 Bagha Is Well Prepared	19 mins	24 Jun 2023
 Hum Meeting Ke Liye Taiyyar Hain	21 mins	26 Jun 2023
 Jethalal Ke Priya Mitra	21 mins	27 Jun 2023
 Jethalal Ne Baati Mithaiyaan	16 mins	28 Jun 2023
 Wakeel Ka Number	20 mins	29 Jun 2023
 Bagha Bana Vakeel	20 mins	30 Jun 2023
 Mall Ke Daam	21 mins	01 Jul 2023
 Daya Ki Yaad	22 mins	03 Jul 2023
 Sundar In Trouble	21 mins	04 Jul 2023
 Jethalal Ko Mila Bhoot	21 mins	05 Jul 2023
 Bin Bulaye Mehman	21 mins	06 Jul 2023
 Ghost Show	21 mins	07 Jul 2023
 Sundar's Friend's Loan	21 mins	08 Jul 2023
 Ek Bhayanak Sapna	20 mins	10 Jul 2023
 Surprise Ka Secret	21 mins	11 Jul 2023
 Sundar Ka Start Up	21 mins	12 Jul 2023
 Jethalal Tries To Run	21 mins	13 Jul 2023
 Jethalal Ki Doosri Shaadi	21 mins	14 Jul 2023
 Doosri Shaadi Ke Sapne	21 mins	15 Jul 2023
 Daya Ke Wapas Aane Ki News	20 mins	17 Jul 2023
 Iyer Ki Good News	22 mins	18 Jul 2023
 Jethalal Ka Worng Guess	21 mins	19 Jul 2023
 Jethalal Bribes Goli	21 mins	20 Jul 2023
 Bazigar Iyer	22 mins	21 Jul 2023
 Car Ki Tamanna	21 mins	22 Jul 2023
 Toofani Din	21 mins	24 Jul 2023
 Barsat Mein Pareshani	21 mins	25 Jul 2023
 Haso Hasao Divas	22 mins	26 Jul 2023
 Bade Bhi Bane Bacche	21 mins	27 Jul 2023
 Bhagwan Krishna Ki Gokul Nagri	22 mins	28 Jul 2023
 Khushiyon Ke 15 Saal	44 mins	29 Jul 2023
 Champaklal Plays Pool	20 mins	31 Jul 2023
 Mehenge Tamatar	22 mins	01 Aug 2023
 Tamatar Ka Achar	21 mins	02 Aug 2023
 Tamatar Milna Hua Mushkil	21 mins	03 Aug 2023
 Tempo Mein Tamatar	21 mins	04 Aug 2023
 Tamatar Ne Badhai Tension	21 mins	05 Aug 2023
 Tamatar Ki Chori	21 mins	07 Aug 2023
 Kon Hai Tamatar Chor?	21 mins	08 Aug 2023
 Nau Do Gyaara	21 mins	09 Aug 2023
 Padosi Ne Ki Padosi Ki Madad	21 mins	10 Aug 2023
 Gas Bich Mien Hui Khatam	20 mins	11 Aug 2023
 Time Par Order Ready	22 mins	12 Aug 2023
 Independence Day Plans	18 mins	14 Aug 2023
 Bhide Vs Tapu Sena	21 mins	15 Aug 2023
 Saare Bhartiya Bhai Bhai	21 mins	16 Aug 2023
 Long Drive Ke Sapne	20 mins	17 Aug 2023
 Chintamani	21 mins	18 Aug 2023
 Namune Customers	16 mins	19 Aug 2023
 Champaklal Is Sick	22 mins	21 Aug 2023
 All The Best Goli	19 mins	22 Aug 2023
 Chintamani Piche Padh Gaya	22 mins	23 Aug 2023
 Danger Bhai	19 mins	24 Aug 2023
 Inspector Panday Stops Danger Bhai	21 mins	30 Aug 2023
 Galat Dawai Ki Kahani	21 mins	31 Aug 2023
 Soch Acchi Rakho	22 mins	01 Sep 2023
 Jethalal Ke Peeth Piche Hua Drama	21 mins	02 Sep 2023
 Bhagwat Geeta Ka Shlok	21 mins	04 Sep 2023
 Tapu Ki Maafi	21 mins	05 Sep 2023
 Iccha Purti Matki	22 mins	06 Sep 2023
 Emergency Society Meeting	17 mins	07 Sep 2023
 Matki Phodne Ka Decision	20 mins	08 Sep 2023
 Gokuldham Society Janmashtami Mahotsav	20 mins	09 Sep 2023
 Iccha Purti Matki Ke Rules	21 mins	11 Sep 2023
 Ek Pareshaan Parivar	21 mins	12 Sep 2023
 Sabne Chintan Ko Chuna	22 mins	13 Sep 2023
 Sabka Bhala Socho	21 mins	14 Sep 2023
 B	21 mins	15 Sep 2023
 Paryushan Ki Shuruaat	22 mins	16 Sep 2023
 Imaandari	21 mins	18 Sep 2023
 Workload Se Pareshaan	22 mins	19 Sep 2023
 Manager Naam Ki Tension	21 mins	20 Sep 2023
 Badla Bartav	21 mins	21 Sep 2023
 Bawri Ki Pariksha	22 mins	22 Sep 2023
 Payment Mila Ya Nahi?	21 mins	23 Sep 2023
 Freelancer Bawri	21 mins	25 Sep 2023
 Kharab Speaker	21 mins	26 Sep 2023
 Secret Decoration	19 mins	27 Sep 2023
 Celebrating Ganesh Ji	21 mins	28 Sep 2023
 Sonu Ki Surprise Performance	21 mins	29 Sep 2023
 Mani Brothers Ki Surprise Visit	20 mins	30 Sep 2023
 Bhagwan Ke Abhushan Ki Raksha	22 mins	02 Oct 2023
 Parivar Ke Bhes Mein Chor	20 mins	03 Oct 2023
 Anghoti Mil Gayi	20 mins	04 Oct 2023
 Anjali And Babita's Dance	21 mins	05 Oct 2023
 Ganpati Ki Param Bhakt	22 mins	06 Oct 2023
 Bhakti Ka Vachan	21 mins	07 Oct 2023
 Zidd Ya Bhakti?	21 mins	09 Oct 2023
 Bhakti's Wishes	20 mins	10 Oct 2023
 Goli Ka Naya Roop	20 mins	11 Oct 2023
 Bhakti Ka Sapna Hua Pura	21 mins	12 Oct 2023
 Goli Ka Confusion	21 mins	13 Oct 2023
 Gokuldham Is Blessed	21 mins	14 Oct 2023
 Babita Ki Dost	22 mins	16 Oct 2023
 Chai Ne Bigadi Deal	16 mins	17 Oct 2023
 Babita Bani Mediator	21 mins	18 Oct 2023
 Vicky Ka Cheque	19 mins	19 Oct 2023
 Shiny Dandiya Sticks	19 mins	20 Oct 2023
 Ziddi Box	21 mins	21 Oct 2023
 Navratri Ke Liya Budget Nahi Hai	20 mins	23 Oct 2023
 Sabse Pehele Aya Jethalal	21 mins	24 Oct 2023
 Bina Budget Ki Navratri	21 mins	25 Oct 2023
 Artists Kaha Hai?	21 mins	26 Oct 2023
 Cheque Pass Hoga Ya Nahi?	19 mins	27 Oct 2023
 Payment Ki Tension	22 mins	28 Oct 2023
 Gift Ki Khoj	21 mins	30 Oct 2023
 The Perfect Gift	21 mins	31 Oct 2023
 Babita Ka Mushkil Gift	21 mins	01 Nov 2023
 Chand Par Zameen	20 mins	02 Nov 2023
 NASA Se Call	21 mins	03 Nov 2023
 Moon Residential Program	20 mins	04 Nov 2023
 Chand Par Padosi	18 mins	06 Nov 2023
 Jethalal Ka Zabardast Surprise	22 mins	07 Nov 2023
 Babita Ke Liye Best Gift	21 mins	08 Nov 2023
 Sapna Reh Gaya Sapna	21 mins	09 Nov 2023
 Jethalal Ka Sapna Toota	20 mins	10 Nov 2023
 Jethalal's Surprise Gift	21 mins	11 Nov 2023
 Diwali Ki Tayariyan	20 mins	13 Nov 2023
 Diwali Ka Maahol	22 mins	14 Nov 2023
 Surprise Dham	20 mins	15 Nov 2023
 Sundar Ko Phone Lagao	20 mins	16 Nov 2023
 Jethalal Gets Impatient	21 mins	17 Nov 2023
 Sundar Ka Vaada	17 mins	18 Nov 2023
 Apradhi Jethalal	21 mins	20 Nov 2023
 Jethalal Ne Kara Kya Hai?	20 mins	21 Nov 2023
 Reason Kya Hai?	21 mins	22 Nov 2023
 Humne Kisko Dhamkaya?	20 mins	23 Nov 2023
 ACP Ki Biwi Ko Di Dhamki	22 mins	24 Nov 2023
 Jethalal Ke Khilaaf Complaint	21 mins	25 Nov 2023
 Misunderstanding Clear Karo	22 mins	27 Nov 2023
 Kiski Galti Hai?	21 mins	28 Nov 2023
 Daya Ke Aane Ki Khushi	21 mins	29 Nov 2023
 Sundar Ka Vaada	21 mins	30 Nov 2023
 Sundar Ka Intezaar	21 mins	01 Dec 2023
 Swagat Samaroh Hua Flop	20 mins	02 Dec 2023
 Daya Bhabhi Kaha Hai?	21 mins	04 Dec 2023
 Daya Ka Intezaar	20 mins	05 Dec 2023
 Khush Rehne Ka Secret	22 mins	06 Dec 2023
 Sakharam Ko Lagi Chot	21 mins	07 Dec 2023
 Sodhi's Anniversary	21 mins	08 Dec 2023
 Anniversary Ki Taiyyari	21 mins	09 Dec 2023
 Sodhi Parties With His Friends	21 mins	11 Dec 2023
 Museebat Ne Yaad Kiya Hai	21 mins	12 Dec 2023
 Roshan Returns To Gokuldham	21 mins	13 Dec 2023
 Planning Sodhi's Escape	22 mins	14 Dec 2023
 Kya Sodhi Ka Jooth Pakda Jayega?	21 mins	15 Dec 2023
 Bhide Ki Chinta	21 mins	16 Dec 2023
 Sodhi Ka Jhooth Pakda Gaya	21 mins	18 Dec 2023
 Sodhi Kaha Hai?	21 mins	19 Dec 2023
 Jethalal Bhi Hai Gayab	22 mins	20 Dec 2023
 Roshan Ghar Chor Kar Mat Jao	22 mins	21 Dec 2023
 Sodhi Aur Roshan Ki Sulha	20 mins	22 Dec 2023
 Anniversary Ki Mithas	21 mins	23 Dec 2023
 Sodhi Aur Roshan Ki Party	22 mins	25 Dec 2023
 Tapu Sena Ka Idea	16 mins	26 Dec 2023
 Meeting Ka Reason	21 mins	27 Dec 2023
 Fine Dena Hoga	20 mins	28 Dec 2023
 Chit Uthao	21 mins	29 Dec 2023
 Secret Gift Ka Confusion	21 mins	30 Dec 2023
 Santa Collects Gifts	21 mins	01 Jan 2024
 Gift Uthao	21 mins	02 Jan 2024
 Acche Aur Bure Gifts	21 mins	03 Jan 2024
 Kisne Diya Gift?	19 mins	04 Jan 2024
 Pichle Saal Ke Events	20 mins	05 Jan 2024
 Naye Saal Ka Josh	20 mins	06 Jan 2024
 Jagah Kam Aur Saman Zyada	19 mins	08 Jan 2024
 Purana Saman Pheko	21 mins	09 Jan 2024
 Madhavi Ko Pata Chala Sach	21 mins	10 Jan 2024
 Goli's Wise Advice	21 mins	11 Jan 2024
 Popatlal Maan Gaya	21 mins	12 Jan 2024
 Bhide Ki Anmol Yaadein	19 mins	13 Jan 2024
 Bhide Gets His Things Back	21 mins	15 Jan 2024
 Sodhi Ki Gadi Ruk Gayi	22 mins	16 Jan 2024
 Sher Kharab Ho Gaya	21 mins	17 Jan 2024
 Sher Ko Kara Repair	21 mins	18 Jan 2024
 Tapu Sena Helps Popatlal	21 mins	19 Jan 2024
 Popatlal Ki Date	20 mins	20 Jan 2024
 Jethalal Has Jalebi And Fafda	20 mins	22 Jan 2024
 Popatlal's Date With Anokhi	20 mins	23 Jan 2024
 Gaddi Band Ho Gayi	22 mins	24 Jan 2024
 Gaddi Kaha Hai?	20 mins	25 Jan 2024
 Wrong Match For Popatlal	21 mins	26 Jan 2024
 Sher Ki Missing Complaint	21 mins	27 Jan 2024
 Inspector Pandey Looks For Sodhi's Car	21 mins	29 Jan 2024
 Inspector Pandey Is Angry	20 mins	30 Jan 2024
 Ek Aur Complaint	21 mins	31 Jan 2024
 Sodhi's New Car	21 mins	01 Feb 2024
 Sodhi Ke Naye Number	22 mins	02 Feb 2024
 Permanent Number Ka Celebration	21 mins	03 Feb 2024
 Sodhi Ki Nayi Gaadi	21 mins	05 Feb 2024
 4000 Episodes Ki Khushi	22 mins	06 Feb 2024
 4000 Episodes Ki Journey	22 mins	07 Feb 2024
 Bhide Ke Liye Surprise	22 mins	08 Feb 2024
 Online Scams Se Bacho	22 mins	09 Feb 2024
 Madhavi's Surprise	21 mins	10 Feb 2024
 Madhavi Ko Scam Karne Ki Koshish	22 mins	12 Feb 2024
 Madhavi Ka Parcel	21 mins	13 Feb 2024
 Madhavi Takes Cyber Crime Unit's Help	21 mins	14 Feb 2024
 Madhavi Lies To Bhide	21 mins	15 Feb 2024
 Fake Chain For Bhide	21 mins	16 Feb 2024
 Search For The Scammer	21 mins	17 Feb 2024
 Scammer Ko Pakadna Hoga	22 mins	19 Feb 2024
 CCTV Shop Kaun Jayega?	20 mins	20 Feb 2024
 Mahila Mandal Ko Chain Dekhni Hai	22 mins	21 Feb 2024
 Jethalal Ho Raha Hai Late	20 mins	22 Feb 2024
 Jethalal And Iyer Banne Police	22 mins	23 Feb 2024
 Nakli Police Ka Mission	22 mins	24 Feb 2024
 Tattoo Wala Clue	21 mins	26 Feb 2024
 Tattoo Artist Ki Help Chahiye Hai	22 mins	27 Feb 2024
 Scammer Ko Diya Lalach	20 mins	28 Feb 2024
 Scammer Pakda Gaya	17 mins	29 Feb 2024
 Jethalal And Iyer In Danger	20 mins	01 Mar 2024
 Popatlal Ka Janam Din	20 mins	02 Mar 2024
 Popatlal Akela Rahega	20 mins	04 Mar 2024
 Akele Mein Birthday	22 mins	05 Mar 2024
 Birthday Ke Din Gayab	15 mins	06 Mar 2024
 Important Sting Operation	19 mins	07 Mar 2024
 Popatlal Ne Bhes Badla	20 mins	08 Mar 2024
 Surprise Party For Popatlal	20 mins	09 Mar 2024
 Popatlal Bachayega Paise	20 mins	11 Mar 2024
 Asli Ya Nakli Delivery Boy	21 mins	12 Mar 2024
 Kiska Parcel Hai?	16 mins	13 Mar 2024
 OTP Chahiye Hai	21 mins	14 Mar 2024
 Commissioner Se Panga	20 mins	15 Mar 2024
 Adhunik Duniya Ke Nuksaan	21 mins	16 Mar 2024
 Taarak Ka Half-Day	21 mins	18 Mar 2024
 Holi Par Bach Kar Raho	21 mins	19 Mar 2024
 Tapu Sena Ne Sikhaya Sabak	21 mins	20 Mar 2024
 Holi Celebration Ki Shuruat	21 mins	21 Mar 2024
 Gokuldham Wasiyo Ki Kavita	22 mins	22 Mar 2024
 Guddu Ka Plan	21 mins	23 Mar 2024
 Sonu In Danger	22 mins	25 Mar 2024
 Bawri Ke Parents Aa Gaye	22 mins	26 Mar 2024
 April Fool Banayenge	18 mins	27 Mar 2024
 April Fool Ki Planning	22 mins	28 Mar 2024
 Sabke Alag Bahane	22 mins	29 Mar 2024
 Clubhouse Mein Party Sharty	22 mins	30 Mar 2024
 Popatlal Ne Kari Complain	21 mins	01 Apr 2024
 Champaklal Is Back	21 mins	02 Apr 2024
 Sharbat Ya Sharab?	20 mins	03 Apr 2024
 Prank Ulta Padh Gaya	22 mins	04 Apr 2024
 AC On Or Off?	22 mins	05 Apr 2024
 Electrician Jethalal	21 mins	06 Apr 2024
 Babita Ka AC Karna Hai Repair	21 mins	08 Apr 2024
 Naya AC Lelo	21 mins	09 Apr 2024
 Iyer Ka Mazak	22 mins	10 Apr 2024
 Tapu Prepares Breakfast	22 mins	11 Apr 2024
 Jethalal Ki Important Meeting	22 mins	12 Apr 2024
 Bawri's Apology	22 mins	13 Apr 2024
 Bawri Ki Entry Hui Band	21 mins	15 Apr 2024
 Bawri In Gada Electronics	21 mins	16 Apr 2024
 Warehoue Mein Kon Hai?	22 mins	17 Apr 2024
 Gokuldham Mein Hai Pooja	20 mins	18 Apr 2024
 Bawri In Disguise	20 mins	19 Apr 2024
 The Plan To Catch Bawri	22 mins	20 Apr 2024
 Bawri's New Attempt	22 mins	22 Apr 2024
 Jethalal Gets Arrested	20 mins	23 Apr 2024
